Player,Age,Team,G,GS,MP,FGA,FG_pct,FTA,TRB,AST,stocks,PTS,Value_Billions,Awards,n_awards_won,awards_0,awards_1,awards_2plus,avg_salary_millions,Age_22_26,Age_27_31,Age_32_34,Age_35_plus,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Donte DiVincenzo,28.0,MIN,62.0,10.0,25.9,9.6,0.422,1.0,3.7,3.6,1.5,11.7,3.6,,0,1,0,0,12.2625,0,1,0,0,0,0,0,1
Brandin Podziemski,21.0,GSW,64.0,33.0,26.8,9.8,0.445,1.5,5.1,3.4,1.3,11.7,11.0,,0,1,0,0,4.6837,0,0,0,0,0,0,0,1
Corey Kispert,25.0,WAS,61.0,0.0,26.3,9.3,0.451,1.4,3.0,1.7,0.6,11.6,4.7,,0,1,0,0,13.5125,1,0,0,0,0,0,1,0
Jeremy Sochan,21.0,SAS,54.0,23.0,25.3,8.7,0.535,2.3,6.5,2.4,1.3,11.4,4.4,,0,1,0,0,7.0962,0,0,0,0,1,0,0,0
Toumani Camara,24.0,POR,78.0,78.0,32.7,9.2,0.458,1.6,5.8,2.2,2.1,11.3,4.25,DPOY-9DEF2,0,1,0,0,2.2217,1,0,0,0,1,0,0,0
Isaiah Hartenstein,26.0,OKC,57.0,53.0,27.9,8.4,0.581,2.1,10.7,3.8,1.9,11.2,4.35,,0,1,0,0,28.5,1,0,0,0,0,0,0,0
Buddy Hield,32.0,GSW,82.0,22.0,22.7,9.6,0.417,0.8,3.2,1.6,1.1,11.1,11.0,,0,1,0,0,9.6585,0,0,1,0,0,0,0,1
Jrue Holiday,34.0,BOS,62.0,62.0,30.6,9.2,0.443,1.2,4.3,3.9,1.5,11.1,6.7,,0,1,0,0,34.8,0,0,1,0,0,1,0,0
Walker Kessler,23.0,UTA,58.0,58.0,30.0,7.2,0.663,2.6,12.2,1.7,3.0,11.1,4.1,,0,1,0,0,4.8789,1,0,0,0,0,0,0,0
Gary Trent Jr.,26.0,MIL,74.0,9.0,25.6,8.9,0.431,1.2,2.3,1.2,1.1,11.1,4.3,,0,1,0,0,3.7895,1,0,0,0,0,0,0,1
Spencer Dinwiddie,31.0,DAL,79.0,30.0,27.0,8.6,0.416,3.1,2.6,4.4,1.1,11.0,5.1,,0,1,0,0,,0,1,0,0,0,1,0,0
Tim Hardaway Jr.,32.0,DET,77.0,77.0,28.0,8.8,0.406,1.9,2.4,1.6,0.6,11.0,3.65,,0,1,0,0,2.2963,0,0,1,0,0,0,0,1
Duncan Robinson,30.0,MIA,74.0,37.0,24.1,9.0,0.437,0.7,2.3,2.4,0.6,11.0,5.7,,0,1,0,0,19.289,0,1,0,0,0,0,1,0
Guerschon Yabusele,29.0,PHI,70.0,43.0,27.1,8.0,0.501,2.0,5.6,2.1,1.1,11.0,5.45,,0,1,0,0,5.6375,0,1,0,0,0,0,0,0
Brice Sensabaugh,21.0,UTA,71.0,15.0,20.2,8.4,0.459,1.0,3.0,1.5,0.7,10.9,4.1,,0,1,0,0,3.778,0,0,0,0,0,0,1,0
Bogdan Bogdanović,32.0,2TM,54.0,4.0,25.0,9.1,0.427,1.2,2.9,2.7,1.0,10.8,,,0,1,0,0,16.02,0,0,1,0,0,0,0,1
Jordan Hawkins,22.0,NOP,56.0,9.0,23.6,9.9,0.372,1.8,2.8,1.2,0.9,10.8,3.55,,0,1,0,0,5.8816,1,0,0,0,0,0,0,1
Brandon Boston Jr.,23.0,NOP,42.0,10.0,23.6,9.1,0.436,2.0,3.2,2.2,1.5,10.7,3.55,,0,1,0,0,,1,0,0,0,0,0,0,1
Nikola Jović,21.0,MIA,46.0,10.0,25.1,8.2,0.456,1.9,3.9,2.8,1.1,10.7,5.7,,0,1,0,0,4.4454,0,0,0,0,1,0,0,0
Grayson Allen,29.0,PHO,64.0,7.0,24.1,7.6,0.448,1.8,3.0,2.1,1.1,10.6,5.43,,0,1,0,0,18.125,0,1,0,0,0,0,0,1
Keon Johnson,22.0,BRK,79.0,56.0,24.4,9.9,0.389,1.8,3.8,2.2,1.4,10.6,5.6,,0,1,0,0,2.3496,1,0,0,0,0,0,0,1
Terry Rozier,30.0,MIA,64.0,23.0,25.9,9.9,0.391,1.7,3.7,2.6,0.8,10.6,5.7,,0,1,0,0,26.643,0,1,0,0,0,1,0,0
Obi Toppin,26.0,IND,79.0,4.0,19.6,7.6,0.529,1.4,4.0,1.6,1.0,10.5,4.2,,0,1,0,0,15.0083,1,0,0,0,1,0,0,0
Jonas Valančiūnas,32.0,2TM,81.0,21.0,18.8,7.7,0.55,2.0,7.7,2.0,1.1,10.4,,,0,1,0,0,10.1975,0,0,1,0,0,0,0,0
Ochai Agbaji,24.0,TOR,64.0,45.0,27.2,8.3,0.498,0.8,3.8,1.5,1.4,10.4,5.4,,0,1,0,0,6.3835,1,0,0,0,0,0,0,1
Jaylen Wells,21.0,MEM,79.0,74.0,25.9,8.6,0.425,1.7,3.4,1.7,0.7,10.4,3.5,ROY-3,0,1,0,0,2.2462,0,0,0,0,0,0,0,1
Grant Williams,26.0,CHO,16.0,7.0,29.9,7.7,0.439,2.3,5.1,2.3,1.9,10.4,3.8,,0,1,0,0,13.9556,1,0,0,0,1,0,0,0
Kevin Porter Jr.,24.0,2TM,75.0,4.0,19.8,8.7,0.449,2.3,3.7,3.4,1.3,10.3,,,0,1,0,0,5.2624,1,0,0,0,0,0,0,1
Jose Alvarado,26.0,NOP,56.0,23.0,24.4,9.3,0.392,1.3,2.4,4.6,1.6,10.3,3.55,,0,1,0,0,4.5,1,0,0,0,0,1,0,0
Nic Claxton,25.0,BRK,70.0,62.0,26.9,8.1,0.563,2.2,7.4,2.2,2.3,10.3,5.6,,0,1,0,0,23.1477,1,0,0,0,0,0,0,0
Herbert Jones,26.0,NOP,20.0,20.0,32.4,8.6,0.436,2.0,3.9,3.3,2.4,10.3,3.55,,0,1,0,0,19.2835,1,0,0,0,0,0,1,0
De'Anthony Melton,26.0,GSW,6.0,2.0,20.2,9.0,0.407,1.3,3.3,2.8,1.5,10.3,11.0,,0,1,0,0,3.2664,1,0,0,0,0,0,0,1
Isaiah Joe,25.0,OKC,74.0,16.0,21.7,7.9,0.44,0.8,2.6,1.6,0.7,10.2,4.35,,0,1,0,0,11.6694,1,0,0,0,0,0,0,1
Tyus Jones,28.0,PHO,81.0,58.0,26.8,8.4,0.448,0.7,2.4,5.3,1.0,10.2,5.43,,0,1,0,0,7.0,0,1,0,0,0,1,0,0
Trendon Watford,24.0,BRK,44.0,6.0,20.8,8.0,0.469,2.8,3.6,2.6,0.9,10.2,5.6,,0,1,0,0,2.6314,1,0,0,0,1,0,0,0
Keion Brooks Jr.,24.0,NOP,14.0,6.0,23.7,7.8,0.486,2.1,4.1,0.9,1.4,10.1,3.55,,0,1,0,0,,1,0,0,0,0,0,1,0
Luguentz Dort,25.0,OKC,71.0,71.0,29.2,8.4,0.435,0.6,4.1,1.6,1.6,10.1,4.35,DPOY-4DEF1,0,1,0,0,18.2222,1,0,0,0,0,0,1,0
Justin Edwards,21.0,PHI,44.0,26.0,26.3,8.6,0.455,1.0,3.4,1.6,1.4,10.1,5.45,,0,1,0,0,2.3588,0,0,0,0,0,0,1,0
Derrick Jones Jr.,27.0,LAC,77.0,55.0,24.3,7.6,0.526,1.5,3.4,0.8,1.4,10.1,7.5,,0,1,0,0,10.2381,0,1,0,0,0,0,1,0
Ausar Thompson,22.0,DET,59.0,48.0,22.5,7.8,0.535,2.4,5.1,2.3,2.4,10.1,3.65,,0,1,0,0,9.9465,1,0,0,0,0,0,1,0
Chris Boucher,32.0,TOR,50.0,0.0,17.2,7.4,0.492,1.7,4.5,0.7,1.0,10.0,5.4,,0,1,0,0,2.2963,0,0,1,0,1,0,0,0
Andrew Nembhard,25.0,IND,65.0,65.0,28.9,8.3,0.458,2.1,3.3,5.0,1.4,10.0,4.2,,0,1,0,0,19.5502,1,0,0,0,0,0,0,1
Ziaire Williams,23.0,BRK,63.0,45.0,24.5,8.3,0.412,2.0,4.6,1.3,1.4,10.0,5.6,,0,1,0,0,6.25,1,0,0,0,0,0,1,0
Kevin Huerter,26.0,2TM,69.0,31.0,24.3,8.8,0.425,0.7,3.0,2.3,1.3,9.9,,,0,1,0,0,17.9911,1,0,0,0,0,0,0,1
Georges Niang,31.0,2TM,79.0,3.0,21.5,7.8,0.461,0.7,3.4,1.4,0.6,9.9,,,0,1,0,0,8.2,0,1,0,0,1,0,0,0
Julian Champagnie,23.0,SAS,82.0,29.0,23.6,8.1,0.415,1.1,3.9,1.4,1.1,9.9,4.4,,0,1,0,0,3.0,1,0,0,0,0,0,1,0
Scotty Pippen Jr.,24.0,MEM,79.0,21.0,21.3,7.5,0.48,2.2,3.3,4.4,1.7,9.9,3.5,,0,1,0,0,2.5071,1,0,0,0,0,1,0,0
Nick Smith Jr.,20.0,CHO,60.0,27.0,22.8,9.5,0.391,0.8,2.1,2.4,0.4,9.9,3.8,,0,1,0,0,2.7107,0,0,0,0,0,0,0,1
Bub Carrington,19.0,WAS,82.0,57.0,30.0,9.1,0.401,1.0,4.2,4.4,1.0,9.8,4.7,,0,1,0,0,5.612,0,0,0,0,0,1,0,0
Moses Moody,22.0,GSW,74.0,34.0,22.3,7.7,0.433,1.8,2.6,1.3,1.2,9.8,11.0,,0,1,0,0,12.5,1,0,0,0,0,0,0,1
Amir Coffey,27.0,LAC,72.0,13.0,24.3,7.1,0.471,1.8,2.2,1.1,0.7,9.7,7.5,,0,1,0,0,2.2963,0,1,0,0,0,0,0,1
Max Christie,21.0,2TM,78.0,36.0,27.3,7.6,0.427,1.9,3.3,1.9,1.2,9.6,,,0,1,0,0,8.2857,0,0,0,0,0,0,0,1
Kyle Filipowski,21.0,UTA,72.0,27.0,21.1,7.2,0.502,2.0,6.1,1.9,1.0,9.6,4.1,,0,1,0,0,3.0,0,0,0,0,0,0,0,0
Tosan Evbuomwan,23.0,BRK,28.0,0.0,23.8,7.9,0.427,2.6,4.3,2.0,1.3,9.5,5.6,,0,1,0,0,,1,0,0,0,0,0,1,0
Miles McBride,24.0,NYK,64.0,10.0,24.9,8.5,0.406,1.0,2.5,2.9,1.3,9.5,9.75,,0,1,0,0,4.1449,1,0,0,0,0,0,0,1
Jalen Wilson,24.0,BRK,79.0,22.0,25.7,7.8,0.397,2.1,3.4,1.8,0.6,9.5,5.6,,0,1,0,0,2.2217,1,0,0,0,1,0,0,0
Nickeil Alexander-Walker,26.0,MIN,82.0,10.0,25.3,7.5,0.438,1.4,3.2,2.7,1.0,9.4,3.6,6MOY-6,0,1,0,0,15.1618,1,0,0,0,0,0,0,1
Cole Anthony,24.0,ORL,67.0,22.0,18.4,8.1,0.424,1.7,3.0,2.9,1.2,9.4,3.9,,0,1,0,0,15.3963,1,0,0,0,0,1,0,0
Anthony Black,21.0,ORL,78.0,10.0,24.2,7.9,0.423,2.5,2.9,3.1,1.7,9.4,3.9,,0,1,0,0,9.0383,0,0,0,0,0,1,0,0
Max Strus,28.0,CLE,50.0,37.0,25.5,7.5,0.442,0.7,4.3,3.2,0.7,9.4,4.8,,0,1,0,0,16.2986,0,1,0,0,0,0,1,0
Tristan Vukcevic,21.0,WAS,35.0,1.0,14.7,6.9,0.496,1.9,3.7,1.1,1.0,9.4,4.7,,0,1,0,0,,0,0,0,0,0,0,0,0
Cam Whitmore,20.0,HOU,51.0,3.0,16.2,7.9,0.444,1.4,3.0,1.0,0.9,9.4,5.9,,0,1,0,0,4.499,0,0,0,0,0,0,1,0
Nick Richards,27.0,2TM,57.0,43.0,22.0,6.1,0.591,2.8,8.2,0.9,1.2,9.3,,,0,1,0,0,5.0,0,1,0,0,0,0,0,0
Kel'el Ware,20.0,MIA,64.0,36.0,22.2,7.3,0.554,1.0,7.4,0.9,1.7,9.3,5.7,ROY-6,0,1,0,0,5.4114,0,0,0,0,0,0,0,0
Zach Edey,22.0,MEM,66.0,55.0,21.5,6.6,0.58,1.9,8.3,1.0,1.8,9.2,3.5,ROY-5,0,1,0,0,6.8152,1,0,0,0,0,0,0,0
Wendell Carter Jr.,25.0,ORL,68.0,51.0,25.9,7.2,0.46,2.6,7.2,2.0,1.4,9.1,3.9,,0,1,0,0,17.3751,1,0,0,0,0,0,0,0
Noah Clowney,20.0,BRK,46.0,20.0,22.7,8.1,0.358,1.7,3.9,0.9,1.0,9.1,5.6,,0,1,0,0,4.4063,0,0,0,0,1,0,0,0
Dalton Knecht,23.0,LAL,78.0,16.0,19.2,7.1,0.461,1.1,2.8,0.8,0.4,9.1,10.0,,0,1,0,0,4.888,1,0,0,0,0,0,1,0
A.J. Lawson,24.0,TOR,26.0,2.0,18.7,7.3,0.421,2.4,3.3,1.2,0.7,9.1,5.4,,0,1,0,0,,1,0,0,0,0,0,0,1
T.J. McConnell,32.0,IND,79.0,1.0,17.9,7.9,0.519,1.0,2.4,4.4,1.4,9.1,4.2,,0,1,0,0,11.2,0,0,1,0,0,1,0,0
Yves Missi,20.0,NOP,73.0,67.0,26.8,6.7,0.547,2.8,8.2,1.4,1.8,9.1,3.55,,0,1,0,0,4.1539,0,0,0,0,0,0,0,0
Royce O'Neale,31.0,PHO,75.0,22.0,24.5,7.6,0.423,0.3,4.7,2.2,1.4,9.1,5.43,,0,1,0,0,10.875,0,1,0,0,0,0,1,0
Jared Butler,24.0,2TM,60.0,17.0,17.4,7.6,0.448,1.5,1.8,3.7,0.9,9.0,,,0,1,0,0,,1,0,0,0,0,0,0,1
Marcus Smart,30.0,2TM,34.0,7.0,20.0,7.6,0.393,2.1,2.1,3.2,1.4,9.0,,,0,1,0,0,16.0558,0,1,0,0,0,1,0,0
Draymond Green,34.0,GSW,68.0,66.0,29.2,7.5,0.424,2.2,6.1,5.6,2.5,9.0,11.0,DPOY-3DEF1,0,1,0,0,26.7857,0,0,1,0,1,0,0,0
Killian Hayes,23.0,BRK,6.0,5.0,27.0,7.2,0.419,2.0,3.0,5.2,1.4,9.0,5.6,,0,1,0,0,,1,0,0,0,0,1,0,0
Al Horford,38.0,BOS,60.0,42.0,27.7,7.7,0.423,0.6,6.2,2.1,1.5,9.0,6.7,,0,1,0,0,5.8271,0,0,0,1,0,0,0,0
Julian Strawther,22.0,DEN,65.0,4.0,21.3,7.5,0.432,1.4,2.2,1.3,0.8,9.0,4.6,,0,1,0,0,3.7506,1,0,0,0,0,0,0,1
Patrick Williams,23.0,CHI,63.0,36.0,25.0,8.2,0.397,1.3,3.8,2.0,1.3,9.0,6.0,,0,1,0,0,18.0,1,0,0,0,1,0,0,0
Jusuf Nurkić,30.0,2TM,51.0,32.0,20.8,6.9,0.477,2.5,7.8,2.3,1.5,8.9,,,0,1,0,0,19.375,0,1,0,0,0,0,0,0
Clint Capela,30.0,ATL,55.0,41.0,21.4,7.1,0.559,1.8,8.5,1.1,1.6,8.9,5.0,,0,1,0,0,7.035,0,1,0,0,0,0,0,0
Johnny Juzang,23.0,UTA,64.0,18.0,19.8,7.4,0.429,0.8,2.9,1.1,0.7,8.9,4.1,,0,1,0,0,,1,0,0,0,0,0,0,1
Luke Kennard,28.0,MEM,65.0,11.0,22.6,6.6,0.478,0.9,2.8,3.3,0.9,8.9,3.5,,0,1,0,0,11.0,0,1,0,0,0,0,0,1
Justin Champagnie,23.0,WAS,62.0,31.0,21.6,6.6,0.511,1.2,5.7,1.0,1.6,8.8,4.7,,0,1,0,0,2.6742,1,0,0,0,0,0,1,0
Svi Mykhailiuk,27.0,UTA,38.0,13.0,20.0,7.9,0.391,0.9,2.4,2.0,0.7,8.8,4.1,,0,1,0,0,3.85,0,1,0,0,0,0,1,0
Chris Paul,39.0,SAS,82.0,82.0,28.0,7.1,0.427,1.1,3.6,7.4,1.6,8.8,4.4,,0,1,0,0,2.2963,0,0,0,1,0,1,0,0
Kelly Olynyk,33.0,2TM,44.0,22.0,20.3,6.1,0.5,2.5,4.7,2.9,1.2,8.7,,,0,1,0,0,13.4451,0,0,1,0,0,0,0,0
Dorian Finney-Smith,31.0,2TM,63.0,40.0,28.9,6.9,0.448,0.7,3.9,1.4,1.3,8.7,,,0,1,0,0,13.1762,0,1,0,0,1,0,0,0
Oshae Brissett,26.0,PHI,6.0,2.0,23.7,6.5,0.487,2.3,3.7,0.7,1.2,8.7,5.45,,0,1,0,0,,1,0,0,0,0,0,1,0
Kentavious Caldwell-Pope,31.0,ORL,77.0,77.0,29.6,7.1,0.439,1.2,2.2,1.8,1.7,8.7,3.9,,0,1,0,0,21.6215,0,1,0,0,0,0,0,1
Isaiah Collier,20.0,UTA,71.0,46.0,25.9,7.8,0.422,2.2,3.3,6.3,1.1,8.7,4.1,,0,1,0,0,3.4637,0,0,0,0,0,1,0,0
Dante Exum,29.0,DAL,20.0,13.0,18.6,6.7,0.478,1.6,1.7,2.8,0.8,8.7,5.1,,0,1,0,0,2.2963,0,1,0,0,0,1,0,0
Kyshawn George,21.0,WAS,68.0,38.0,26.5,8.0,0.372,1.4,4.2,2.5,1.7,8.7,4.7,,0,1,0,0,3.8369,0,0,0,0,0,0,0,1
Jaden Hardy,22.0,DAL,57.0,3.0,15.9,7.3,0.435,1.5,1.6,1.4,0.6,8.7,5.1,,0,1,0,0,6.0,1,0,0,0,0,0,0,1
Dereck Lively II,20.0,DAL,36.0,29.0,23.1,5.3,0.702,2.0,7.5,2.4,2.2,8.7,5.1,,0,1,0,0,6.2462,0,0,0,0,0,0,0,0
Tyrese Martin,25.0,BRK,60.0,11.0,21.9,7.8,0.406,1.0,3.7,2.0,0.8,8.7,5.6,,0,1,0,0,2.1919,1,0,0,0,0,0,0,1
Matas Buzelis,20.0,CHI,80.0,31.0,18.9,6.9,0.454,1.4,3.5,1.0,1.3,8.6,6.0,ROY-7,0,1,0,0,6.2517,0,0,0,0,0,0,1,0
Jaime Jaquez Jr.,23.0,MIA,66.0,17.0,20.7,7.0,0.461,2.2,4.4,2.5,1.1,8.6,5.7,,0,1,0,0,4.9004,1,0,0,0,0,0,1,0
Ja'Kobe Walter,20.0,TOR,52.0,18.0,21.2,7.6,0.405,1.6,3.1,1.6,1.0,8.6,5.4,,0,1,0,0,4.44,0,0,0,0,0,0,0,1
Sam Hauser,27.0,BOS,71.0,19.0,21.7,6.7,0.451,0.2,3.2,0.9,0.8,8.5,6.7,,0,1,0,0,11.25,0,1,0,0,1,0,0,0
Larry Nance Jr.,32.0,ATL,24.0,3.0,19.3,6.5,0.516,0.5,4.3,1.6,1.3,8.5,5.0,,0,1,0,0,2.2963,0,0,1,0,1,0,0,0
Jared Rhoden,25.0,2TM,14.0,2.0,16.2,6.2,0.483,1.8,3.0,1.1,0.8,8.4,,,0,1,0,0,,1,0,0,0,0,0,0,1
Jaylen Nowell,25.0,NOP,8.0,0.0,21.0,9.1,0.356,1.4,2.5,2.3,0.6,8.4,3.55,,0,1,0,0,,1,0,0,0,0,0,0,1
Cason Wallace,21.0,OKC,68.0,43.0,27.6,7.2,0.474,0.5,3.4,2.5,2.3,8.4,4.35,,0,1,0,0,6.6205,0,0,0,0,0,0,0,1
Bruce Brown,28.0,2TM,41.0,12.0,22.5,7.5,0.421,1.6,4.0,2.0,1.0,8.3,,,0,1,0,0,2.2963,0,1,0,0,0,1,0,0
Dalano Banton,25.0,POR,67.0,7.0,16.7,7.6,0.391,1.9,2.0,2.4,1.1,8.3,4.25,,0,1,0,0,,1,0,0,0,0,1,0,0
Brandon Clarke,28.0,MEM,64.0,18.0,18.9,5.9,0.621,1.4,5.1,1.0,1.4,8.3,3.5,,0,1,0,0,12.5,0,1,0,0,1,0,0,0
Keon Ellis,25.0,SAC,80.0,28.0,24.4,5.8,0.489,1.1,2.7,1.5,2.3,8.3,4.45,,0,1,0,0,2.3016,1,0,0,0,0,0,0,1
Brandon Williams,25.0,DAL,33.0,3.0,14.8,5.7,0.521,2.0,1.8,2.3,0.9,8.3,5.1,,0,1,0,0,2.2707,1,0,0,0,0,1,0,0
Mike Conley,37.0,MIN,71.0,64.0,24.7,6.6,0.4,1.3,2.6,4.5,1.3,8.2,3.6,,0,1,0,0,10.774,0,0,0,1,0,1,0,0
Taurean Prince,30.0,MIL,80.0,73.0,27.1,6.4,0.457,0.6,3.6,1.9,1.2,8.2,4.3,,0,1,0,0,3.5598,0,1,0,0,0,0,1,0
Jalen Smith,24.0,CHI,64.0,2.0,15.0,6.4,0.466,1.4,5.6,1.0,1.0,8.2,6.0,,0,1,0,0,9.2143,1,0,0,0,0,0,0,0
Quinten Post,24.0,GSW,42.0,14.0,16.3,6.5,0.449,0.6,3.5,1.3,0.8,8.1,11.0,,0,1,0,0,1.9554,1,0,0,0,1,0,0,0
Peyton Watson,22.0,DEN,68.0,18.0,24.4,6.3,0.477,2.0,3.4,1.4,2.1,8.1,4.6,,0,1,0,0,4.3565,1,0,0,0,0,0,1,0
Davion Mitchell,26.0,2TM,74.0,37.0,27.4,6.4,0.468,1.1,2.3,4.9,1.2,7.9,,,0,1,0,0,12.0,1,0,0,0,0,1,0,0
Caleb Martin,29.0,2TM,45.0,24.0,27.1,6.8,0.424,2.2,3.9,2.1,1.5,7.9,,,0,1,0,0,9.6556,0,1,0,0,0,0,1,0
Tyson Etienne,25.0,BRK,7.0,0.0,21.6,7.4,0.327,1.4,1.3,1.7,0.5,7.9,5.6,,0,1,0,0,,1,0,0,0,0,1,0,0
Day'Ron Sharpe,23.0,BRK,50.0,2.0,18.1,6.3,0.521,1.5,6.6,1.8,1.6,7.9,5.6,,0,1,0,0,6.25,1,0,0,0,0,0,0,0
KJ Simpson,22.0,CHO,36.0,15.0,23.4,8.4,0.346,1.4,3.0,3.1,1.1,7.8,3.8,,0,1,0,0,,1,0,0,0,0,1,0,0
Terance Mann,28.0,2TM,67.0,13.0,21.1,6.2,0.496,1.0,3.0,1.8,0.9,7.7,,,0,1,0,0,15.6667,0,1,0,0,0,0,0,1
Karlo Matković,23.0,NOP,42.0,7.0,18.8,5.6,0.574,1.0,5.0,1.1,1.5,7.7,3.55,,0,1,0,0,2.1258,1,0,0,0,1,0,0,0
AJ Johnson,20.0,2TM,29.0,11.0,22.0,7.3,0.385,1.3,2.0,2.6,0.5,7.6,,,0,1,0,0,3.9403,0,0,0,0,0,0,0,1
Lonzo Ball,27.0,CHI,35.0,14.0,22.2,6.9,0.366,0.8,3.4,3.3,1.8,7.6,6.0,,0,1,0,0,10.0,0,1,0,0,0,1,0,0
Oscar Tshiebwe,25.0,UTA,14.0,1.0,18.2,5.0,0.6,2.2,8.7,0.6,1.0,7.6,4.1,,0,1,0,0,,1,0,0,0,0,0,0,0
Garrison Mathews,28.0,ATL,47.0,2.0,17.7,5.5,0.397,1.7,1.9,1.3,0.9,7.5,5.0,,0,1,0,0,,0,1,0,0,0,0,0,1
Matisse Thybulle,27.0,POR,15.0,5.0,20.8,5.9,0.477,1.0,3.5,1.9,2.8,7.5,4.25,,0,1,0,0,11.55,0,1,0,0,0,0,0,1
A.J. Green,25.0,MIL,73.0,7.0,22.7,5.8,0.429,0.4,2.4,1.5,0.6,7.4,4.3,,0,1,0,0,2.3016,1,0,0,0,0,0,0,1
Josh Green,24.0,CHO,68.0,67.0,27.8,6.2,0.428,1.1,2.5,1.6,1.3,7.4,3.8,,0,1,0,0,14.1728,1,0,0,0,0,0,0,1
Richaun Holmes,31.0,WAS,31.0,7.0,17.2,4.5,0.647,1.9,5.7,1.4,1.0,7.4,4.7,,0,1,0,0,,0,1,0,0,1,0,0,0
Damion Baugh,24.0,CHO,15.0,2.0,24.7,8.7,0.323,1.0,3.3,3.7,1.1,7.3,3.8,,0,1,0,0,,1,0,0,0,0,0,0,1
Alec Burks,33.0,MIA,49.0,14.0,17.6,5.5,0.424,1.0,2.5,1.1,0.7,7.3,5.7,,0,1,0,0,,0,0,1,0,0,0,0,1
Ricky Council IV,23.0,PHI,73.0,12.0,17.1,6.3,0.382,2.1,2.9,1.3,0.6,7.3,5.45,,0,1,0,0,2.2217,1,0,0,0,0,0,1,0
Andre Drummond,31.0,PHI,40.0,23.0,18.8,5.9,0.5,2.3,7.8,0.9,1.5,7.3,5.45,,0,1,0,0,5.0,0,1,0,0,0,0,0,0
Tre Jones,25.0,2TM,46.0,9.0,19.7,5.2,0.538,1.5,2.5,4.2,1.0,7.2,,,0,1,0,0,8.0,1,0,0,0,0,1,0,0
Goga Bitadze,25.0,ORL,70.0,42.0,20.4,4.8,0.611,1.9,6.6,2.0,2.1,7.2,3.9,,0,1,0,0,7.971,1,0,0,0,0,0,0,0
Tristan Da Silva,23.0,ORL,74.0,38.0,22.0,6.5,0.412,0.9,3.3,1.5,0.6,7.2,3.9,,0,1,0,0,4.6464,1,0,0,0,0,0,1,0
GG Jackson II,20.0,MEM,29.0,3.0,15.8,6.9,0.372,1.4,3.2,1.0,0.6,7.2,3.5,,0,1,0,0,2.3139,0,0,0,0,1,0,0,0
Vit Krejci,24.0,ATL,57.0,16.0,20.2,5.1,0.497,0.8,2.7,2.6,1.1,7.2,5.0,,0,1,0,0,2.6742,1,0,0,0,0,1,0,0
Sam Merrill,28.0,CLE,71.0,4.0,19.7,6.0,0.406,0.4,2.2,1.5,0.9,7.2,4.8,,0,1,0,0,9.5,0,1,0,0,0,0,0,1
Daeqwon Plowden,26.0,ATL,6.0,0.0,12.0,4.2,0.64,0.3,1.8,0.3,0.0,7.2,5.0,,0,1,0,0,,1,0,0,0,0,0,0,1
Nae'Qwan Tomlin,24.0,CLE,5.0,1.0,12.6,6.4,0.406,2.2,4.2,0.4,0.2,7.2,4.8,,0,1,0,0,,1,0,0,0,1,0,0,0
Josh Okogie,26.0,2TM,40.0,7.0,15.6,5.3,0.443,2.1,2.8,0.8,1.7,7.1,,,0,1,0,0,2.2963,1,0,0,0,0,0,0,1
Jalen Hood-Schifino,21.0,2TM,15.0,0.0,21.0,6.5,0.378,1.4,1.8,2.5,0.8,7.1,,,0,1,0,0,,0,0,0,0,0,0,0,1
Jamison Battle,23.0,TOR,59.0,10.0,17.7,5.9,0.429,0.3,2.7,0.9,0.5,7.1,5.4,,0,1,0,0,2.1258,1,0,0,0,0,0,1,0
Alex Caruso,30.0,OKC,54.0,3.0,19.3,5.8,0.446,0.9,2.9,2.5,2.2,7.1,4.35,6MOY-8,0,1,0,0,20.2742,0,1,0,0,0,0,0,1
Jamal Shead,22.0,TOR,75.0,11.0,19.6,6.7,0.405,0.9,1.5,4.2,0.9,7.1,5.4,,0,1,0,0,2.1258,1,0,0,0,0,1,0,0
Jeff Dowtin Jr.,27.0,PHI,41.0,3.0,15.1,5.6,0.487,1.1,1.5,1.9,0.9,7.0,5.45,,0,1,0,0,,0,1,0,0,0,1,0,0
Marcus Garrett,26.0,CHO,4.0,0.0,19.8,6.8,0.407,1.0,1.5,3.3,1.3,7.0,3.8,,0,1,0,0,,1,0,0,0,0,0,0,1
Isaiah Jackson,23.0,IND,5.0,1.0,16.8,4.6,0.609,2.8,5.6,1.0,2.2,7.0,4.2,,0,1,0,0,7.0,1,0,0,0,0,0,0,0
Jaylen Sims,26.0,CHO,6.0,0.0,18.7,4.7,0.429,2.5,1.0,2.0,0.7,7.0,3.8,,0,1,0,0,,1,0,0,0,0,0,0,1
Orlando Robinson,24.0,2TM,44.0,8.0,17.5,5.9,0.444,1.6,5.0,1.8,0.8,6.9,,,0,1,0,0,,1,0,0,0,0,0,0,0
Jake LaRavia,23.0,2TM,66.0,0.0,20.4,5.1,0.475,1.7,3.9,2.4,1.2,6.9,,,0,1,0,0,6.0,1,0,0,0,1,0,0,0
Ryan Dunn,22.0,PHO,74.0,44.0,19.1,6.4,0.43,0.5,3.6,0.8,1.1,6.9,5.43,,0,1,0,0,3.4892,1,0,0,0,0,0,1,0
